OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0043633,23-04-2022,CUST09112,Sanjay Rao,P006,T-Shirt,Clothing,Puma,2,1048.7,0.1,94.38,124.71,2106.75,UPI,Delivered,Bhubaneswar,Odisha,India,SELLER0048
ORD0032443,23-04-2022,CUST03828,Divya Kumar,P016,Power Bank,Electronics,Mi,2,1408.47,0.05,481.7,219.85,3377.64,UPI,Delivered,Kanpur,Uttar Pradesh,India,SELLER0381
ORD0022717,23-04-2022,CUST08071,Sanjay Rao,P011,Face Wash,Beauty,Himalaya,4,290.27,0.2,167.2,105.99,1202.05,UPI,Pending,Mumbai,Maharashtra,India,SELLER0016
ORD0023663,23-04-2022,CUST06192,Pooja Verma,P017,Jeans,Clothing,Levis,1,2131.77,0.1,345.35,230.1,2494.04,Credit Card,Delivered,Thiruvananthapuram,Kerala,India,SELLER0216
ORD0013179,23-04-2022,CUST02523,Sneha Singh,P017,Jeans,Clothing,Levis,1,2462.3,0.15,251.15,111.01,2455.12,Credit Card,Delivered,Visakhapatnam,Andhra Pradesh,India,SELLER0408
ORD0021973,24-04-2022,CUST09905,Rohit Das,P010,Mixer Grinder,Home & Kitchen,Philips,2,3656,0,877.44,206.96,8396.4,Net Banking,Cancelled,Kanpur,Uttar Pradesh,India,SELLER0288
ORD0005495,24-04-2022,CUST06039,Mohammed Gupta,P012,Shampoo,Beauty,Dove,3,408.4,0.2,117.62,30.92,1128.7,Cash on Delivery,Delivered,Noida,Uttar Pradesh,India,SELLER0205
ORD0003070,24-04-2022,CUST08208,Surya Bose,P014,Study Table,Furniture,Nilkamal,2,5346.91,0.1,1732.4,58.15,11414.99,Amazon Pay,Delivered,Lucknow,Uttar Pradesh,India,SELLER0258
ORD0043608,24-04-2022,CUST03237,Meena Iyer,P007,Running Shoes,Sports,Adidas,5,3266.9,0.1,735.05,64.13,15500.23,Credit Card,Shipped,Bhopal,Madhya Pradesh,India,SELLER0438
ORD0028559,24-04-2022,CUST09618,Meena Iyer,P012,Shampoo,Beauty,Dove,1,440.97,0.1,71.44,24.9,493.21,Credit Card,Delivered,Hyderabad,Telangana,India,SELLER0295
ORD0041772,24-04-2022,CUST00769,Rahul Sharma,P016,Power Bank,Electronics,Mi,4,1362.43,0.1,588.57,138.79,5632.11,Cash on Delivery,Delivered,Pune,Maharashtra,India,SELLER0037
ORD0025295,24-04-2022,CUST01083,Anjali Menon,P006,T-Shirt,Clothing,Puma,1,1070.14,0.05,182.99,160.27,1359.89,UPI,Delivered,Madurai,Tamil Nadu,India,SELLER0104
ORD0010421,24-04-2022,CUST01068,Pooja Iyer,P009,Cookware Set,Home & Kitchen,Prestige,1,2522.72,0.15,107.22,46.05,2297.58,UPI,Delivered,Vadodara,Gujarat,India,SELLER0349
ORD0029331,24-04-2022,CUST07335,Aishwarya Joshi,P017,Jeans,Clothing,Levis,5,2461.55,0.15,1255.39,223.74,11940.72,Credit Card,Delivered,Noida,Uttar Pradesh,India,SELLER0090
ORD0014314,24-04-2022,CUST04406,Priya Reddy,P020,Air Fryer,Home & Kitchen,Pigeon,1,4727.51,0.05,538.94,128.5,5158.57,Net Banking,Delivered,Bhopal,Madhya Pradesh,India,SELLER0328
ORD0011495,24-04-2022,CUST05685,Rahul Nair,P013,Office Chair,Furniture,Wakefit,5,6388.6,0.25,2874.87,232.76,27064.88,Credit Card,Delivered,Chandigarh,Chandigarh,India,SELLER0048
ORD0007364,24-04-2022,CUST07998,Arun Rao,P009,Cookware Set,Home & Kitchen,Prestige,1,2626.06,0,472.69,22.83,3121.58,Debit Card,Returned,Surat,Gujarat,India,SELLER0397
ORD0005854,24-04-2022,CUST05319,Meena Verma,P005,Smartwatch,Electronics,Noise,3,4015.32,0.2,1734.62,61.68,11433.07,Amazon Pay,Delivered,Chennai,Tamil Nadu,India,SELLER0484
ORD0013752,24-04-2022,CUST03966,Priya Reddy,P020,Air Fryer,Home & Kitchen,Pigeon,1,4524.51,0,226.23,177.73,4928.47,Cash on Delivery,Delivered,Mangaluru,Karnataka,India,SELLER0337
ORD0020226,24-04-2022,CUST01555,Kavya Joshi,P012,Shampoo,Beauty,Dove,2,431.75,0,103.62,195.15,1162.27,Debit Card,Delivered,Jaipur,Rajasthan,India,SELLER0173
ORD0000639,24-04-2022,CUST07563,Divya Iyer,P015,LED TV,Electronics,Sony,1,45029.26,0.1,7294.74,88.17,47909.24,Debit Card,Delivered,Ranchi,Jharkhand,India,SELLER0324
ORD0032408,24-04-2022,CUST04078,Vijay Singh,P012,Shampoo,Beauty,Dove,5,398.57,0.05,340.78,238.06,2472.05,Amazon Pay,Delivered,Vijayawada,Andhra Pradesh,India,SELLER0175
ORD0008477,24-04-2022,CUST00479,Rohit Sharma,P008,Backpack,Bags,Skybags,3,1958.39,0,705.02,134.23,6714.42,UPI,Delivered,Lucknow,Uttar Pradesh,India,SELLER0313
ORD0014871,24-04-2022,CUST03867,Rahul Das,P013,Office Chair,Furniture,Wakefit,4,6342.29,0.05,4338.13,147.52,28586.35,UPI,Cancelled,Kolkata,West Bengal,India,SELLER0241
ORD0033951,24-04-2022,CUST08419,Rahul Bose,P019,Yoga Mat,Sports,Strauss,1,870.4,0.05,148.84,219.4,1195.12,Cash on Delivery,Returned,Delhi,Delhi,India,SELLER0147
ORD0042852,24-04-2022,CUST03924,Vijay Nair,P009,Cookware Set,Home & Kitchen,Prestige,2,2436.72,0.15,207.12,58.76,4408.3,UPI,Delivered,Madurai,Tamil Nadu,India,SELLER0133
ORD0040609,24-04-2022,CUST01210,Vijay Iyer,P004,Laptop,Electronics,HP,1,51971.4,0.15,7951.62,39.26,52166.57,Credit Card,Delivered,Bhopal,Madhya Pradesh,India,SELLER0282
ORD0036979,24-04-2022,CUST06003,Arun Kapoor,P001,Wireless Earbuds,Electronics,boAt,1,1574.01,0.05,74.77,24.64,1594.72,Debit Card,Cancelled,Mangaluru,Karnataka,India,SELLER0004
ORD0018340,24-04-2022,CUST08692,Anjali Gupta,P009,Cookware Set,Home & Kitchen,Prestige,1,2436.74,0.2,233.93,141.29,2324.61,UPI,Delivered,Salem,Tamil Nadu,India,SELLER0128
ORD0034034,24-04-2022,CUST07730,Divya Joshi,P004,Laptop,Electronics,HP,3,54529.42,0.25,22084.42,146.6,144922.22,Credit Card,Delivered,Warangal,Telangana,India,SELLER0495
ORD0037844,24-04-2022,CUST09675,Sanjay Patel,P001,Wireless Earbuds,Electronics,boAt,3,1373.64,0.05,469.78,52.4,4437.05,Debit Card,Returned,Patna,Bihar,India,SELLER0186
ORD0047492,24-04-2022,CUST09567,Divya Iyer,P018,Formal Shirt,Clothing,Van Heusen,3,1716.62,0.1,556.18,140,5331.05,Credit Card,Returned,Nashik,Maharashtra,India,SELLER0207
ORD0041751,24-04-2022,CUST02313,Arun Kumar,P007,Running Shoes,Sports,Adidas,1,3321.29,0.25,448.37,102.52,3041.86,UPI,Delivered,Patna,Bihar,India,SELLER0207
ORD0021740,24-04-2022,CUST08829,Pooja Sharma,P008,Backpack,Bags,Skybags,2,1956.53,0.15,399.13,81.79,3807.02,Amazon Pay,Delivered,Jaipur,Rajasthan,India,SELLER0167
ORD0041229,24-04-2022,CUST05417,Divya Menon,P011,Face Wash,Beauty,Himalaya,1,278.33,0.05,31.73,103.07,399.21,Amazon Pay,Delivered,Patna,Bihar,India,SELLER0458
ORD0023723,24-04-2022,CUST00938,Sneha Das,P014,Study Table,Furniture,Nilkamal,2,5004.2,0.05,1711.44,141.47,11360.89,Net Banking,Shipped,Ahmedabad,Gujarat,India,SELLER0459
ORD0017413,24-04-2022,CUST08943,Aditya Sharma,P019,Yoga Mat,Sports,Strauss,1,830.91,0.05,142.09,119.64,1051.09,Net Banking,Delivered,Jaipur,Rajasthan,India,SELLER0128
ORD0041145,24-04-2022,CUST07504,Vijay Iyer,P003,Smartphone,Electronics,Samsung,3,17278.39,0.05,2462.17,92.36,51797.94,UPI,Delivered,Kanpur,Uttar Pradesh,India,SELLER0409
ORD0007131,24-04-2022,CUST07170,Mohammed Menon,P010,Mixer Grinder,Home & Kitchen,Philips,1,3145.3,0.2,452.92,43.8,3012.96,Credit Card,Pending,Lucknow,Uttar Pradesh,India,SELLER0168
ORD0013852,24-04-2022,CUST07512,Keerthi Patel,P005,Smartwatch,Electronics,Noise,1,3642.8,0.05,415.28,30.6,3906.54,Cash on Delivery,Delivered,Thiruvananthapuram,Kerala,India,SELLER0091
ORD0041384,24-04-2022,CUST00294,Surya Kumar,P009,Cookware Set,Home & Kitchen,Prestige,1,2309.96,0.05,395,93.43,2682.89,Net Banking,Delivered,Surat,Gujarat,India,SELLER0289
ORD0037728,24-04-2022,CUST08576,Harish Bose,P008,Backpack,Bags,Skybags,1,1945.14,0.15,297.61,197.86,2148.84,Net Banking,Returned,Nagpur,Maharashtra,India,SELLER0024
ORD0029032,24-04-2022,CUST05667,Mohammed Nair,P011,Face Wash,Beauty,Himalaya,1,271.96,0,48.95,247.6,568.51,Cash on Delivery,Delivered,Hyderabad,Telangana,India,SELLER0441
ORD0042412,24-04-2022,CUST01755,Karthik Reddy,P019,Yoga Mat,Sports,Strauss,1,920.91,0,165.76,241.5,1328.17,Cash on Delivery,Delivered,Kanpur,Uttar Pradesh,India,SELLER0255
ORD0029707,24-04-2022,CUST02537,Vijay Gupta,P016,Power Bank,Electronics,Mi,1,1570.81,0.05,268.61,119.91,1880.79,Credit Card,Delivered,Delhi,Delhi,India,SELLER0240
ORD0021550,24-04-2022,CUST01272,Arun Iyer,P005,Smartwatch,Electronics,Noise,1,4300.99,0.05,735.47,176.66,4998.07,UPI,Delivered,Patna,Bihar,India,SELLER0368
ORD0037817,24-04-2022,CUST03119,Arun Reddy,P009,Cookware Set,Home & Kitchen,Prestige,2,2283.49,0.05,780.95,222.08,5341.66,UPI,Delivered,Noida,Uttar Pradesh,India,SELLER0480
ORD0035923,24-04-2022,CUST09212,Pooja Sharma,P018,Formal Shirt,Clothing,Van Heusen,1,1813.96,0.05,206.79,233.85,2163.9,Debit Card,Shipped,Visakhapatnam,Andhra Pradesh,India,SELLER0038
ORD0030987,24-04-2022,CUST07727,Keerthi Patel,P014,Study Table,Furniture,Nilkamal,3,5543.2,0.05,2843.66,76.41,18718.19,Cash on Delivery,Cancelled,Delhi,Delhi,India,SELLER0135
ORD0047832,24-04-2022,CUST08364,Meena Gupta,P005,Smartwatch,Electronics,Noise,2,4274.63,0.15,1308.04,239.02,8813.93,Credit Card,Returned,Surat,Gujarat,India,SELLER0493
ORD0044258,24-04-2022,CUST05496,Kavya Menon,P020,Air Fryer,Home & Kitchen,Pigeon,1,4961.48,0.25,669.8,91.75,4482.66,Credit Card,Delivered,Salem,Tamil Nadu,India,SELLER0242
ORD0006932,24-04-2022,CUST09333,Vijay Verma,P015,LED TV,Electronics,Sony,1,46995.13,0.1,7613.21,177.81,50086.64,Credit Card,Delivered,Bengaluru,Karnataka,India,SELLER0211
ORD0022427,24-04-2022,CUST02203,Aditya Das,P015,LED TV,Electronics,Sony,1,46170.06,0.05,7895.08,163.89,51920.53,UPI,Delivered,Tiruchirappalli,Tamil Nadu,India,SELLER0219
ORD0037325,24-04-2022,CUST07983,Harish Singh,P011,Face Wash,Beauty,Himalaya,2,285.81,0.15,87.46,113.61,686.95,Debit Card,Delivered,Coimbatore,Tamil Nadu,India,SELLER0294
ORD0018686,25-04-2022,CUST07477,Arun Reddy,P018,Formal Shirt,Clothing,Van Heusen,1,1640.79,0.15,251.04,153.29,1799,UPI,Delivered,Delhi,Delhi,India,SELLER0151
ORD0049446,25-04-2022,CUST09163,Vijay Joshi,P009,Cookware Set,Home & Kitchen,Prestige,5,2564.16,0.1,576.94,142.03,12257.69,Cash on Delivery,Delivered,Nashik,Maharashtra,India,SELLER0382
ORD0027254,25-04-2022,CUST00056,Vijay Rao,P005,Smartwatch,Electronics,Noise,1,3736.91,0.1,168.16,54.5,3585.88,Cash on Delivery,Delivered,Bhubaneswar,Odisha,India,SELLER0158
ORD0045793,25-04-2022,CUST07532,Rahul Sharma,P020,Air Fryer,Home & Kitchen,Pigeon,2,4327.48,0,1038.6,129.16,9822.72,UPI,Delivered,Coimbatore,Tamil Nadu,India,SELLER0444
ORD0036584,25-04-2022,CUST04244,Pooja Sharma,P018,Formal Shirt,Clothing,Van Heusen,2,1922.73,0.05,182.66,45.69,3881.54,Debit Card,Delivered,Guwahati,Assam,India,SELLER0191
ORD0010051,25-04-2022,CUST09990,Pooja Kumar,P013,Office Chair,Furniture,Wakefit,4,6841.37,0.05,1299.86,67.61,27364.68,UPI,Delivered,Thiruvananthapuram,Kerala,India,SELLER0282
ORD0036947,25-04-2022,CUST00941,Anjali Verma,P012,Shampoo,Beauty,Dove,2,372.12,0.15,113.87,229.76,976.23,Debit Card,Delivered,Bhubaneswar,Odisha,India,SELLER0357
ORD0037605,25-04-2022,CUST02611,Mohammed Singh,P020,Air Fryer,Home & Kitchen,Pigeon,4,4737.29,0.1,3069.76,76.94,20200.94,Debit Card,Delivered,Nashik,Maharashtra,India,SELLER0256
ORD0025329,25-04-2022,CUST07673,Aishwarya Patel,P020,Air Fryer,Home & Kitchen,Pigeon,1,4580.02,0.25,412.2,185.79,4033,Cash on Delivery,Delivered,Kanpur,Uttar Pradesh,India,SELLER0003
ORD0045469,25-04-2022,CUST00683,Karthik Nair,P014,Study Table,Furniture,Nilkamal,2,5057.93,0.15,429.92,236.57,9264.97,Debit Card,Delivered,Nagpur,Maharashtra,India,SELLER0246
ORD0018332,25-04-2022,CUST00249,Karthik Iyer,P002,Bluetooth Speaker,Electronics,JBL,4,3200.3,0.15,1958.58,57,12896.6,Cash on Delivery,Delivered,Salem,Tamil Nadu,India,SELLER0006
ORD0017959,25-04-2022,CUST03846,Priya Kapoor,P001,Wireless Earbuds,Electronics,boAt,1,1458.23,0,262.48,222.61,1943.32,Net Banking,Delivered,Warangal,Telangana,India,SELLER0442
ORD0026998,25-04-2022,CUST02304,Sneha Verma,P016,Power Bank,Electronics,Mi,1,1608.31,0,289.5,200.93,2098.74,Credit Card,Delivered,Thiruvananthapuram,Kerala,India,SELLER0039
ORD0015134,25-04-2022,CUST04592,Surya Reddy,P007,Running Shoes,Sports,Adidas,4,3293.88,0,2371.59,233.41,15780.52,Amazon Pay,Pending,Ranchi,Jharkhand,India,SELLER0155
ORD0016503,25-04-2022,CUST00678,Arun Bose,P020,Air Fryer,Home & Kitchen,Pigeon,3,4828.66,0.1,2346.73,106.28,15490.39,UPI,Pending,Nashik,Maharashtra,India,SELLER0195
ORD0005752,25-04-2022,CUST05853,Sneha Das,P012,Shampoo,Beauty,Dove,1,410,0.2,59.04,249.39,636.43,Debit Card,Delivered,Chandigarh,Chandigarh,India,SELLER0020
ORD0007682,25-04-2022,CUST06261,Keerthi Singh,P017,Jeans,Clothing,Levis,2,2405.16,0.05,822.56,32.3,5424.66,Debit Card,Delivered,Chandigarh,Chandigarh,India,SELLER0175
ORD0018761,25-04-2022,CUST03245,Rohit Patel,P015,LED TV,Electronics,Sony,1,39599.35,0,1979.97,195.48,41774.8,UPI,Shipped,Delhi,Delhi,India,SELLER0281
ORD0038057,25-04-2022,CUST03202,Keerthi Das,P003,Smartphone,Electronics,Samsung,1,18248.34,0.1,2956.23,32.26,19412,Cash on Delivery,Returned,Ranchi,Jharkhand,India,SELLER0328
ORD0048249,25-04-2022,CUST04652,Vijay Kapoor,P016,Power Bank,Electronics,Mi,1,1622.69,0,194.72,223.69,2041.1,Cash on Delivery,Cancelled,Tiruchirappalli,Tamil Nadu,India,SELLER0077
ORD0005775,25-04-2022,CUST06055,Priya Singh,P015,LED TV,Electronics,Sony,2,45576.06,0,10938.25,119.94,102210.31,Net Banking,Delivered,Kolkata,West Bengal,India,SELLER0068
ORD0013604,25-04-2022,CUST03840,Aishwarya Joshi,P003,Smartphone,Electronics,Samsung,1,17788.15,0.2,2561.49,156.7,16948.71,UPI,Delivered,Surat,Gujarat,India,SELLER0050
ORD0016418,25-04-2022,CUST01111,Sneha Patel,P019,Yoga Mat,Sports,Strauss,5,833.1,0.1,674.81,86.44,4510.2,UPI,Delivered,Vijayawada,Andhra Pradesh,India,SELLER0285
ORD0035604,25-04-2022,CUST07265,Aishwarya Reddy,P016,Power Bank,Electronics,Mi,1,1368.43,0,164.21,237.62,1770.26,Amazon Pay,Delivered,Tiruchirappalli,Tamil Nadu,India,SELLER0159
ORD0043167,25-04-2022,CUST01096,Arun Kumar,P020,Air Fryer,Home & Kitchen,Pigeon,2,4763.86,0.2,1371.99,165.36,9159.53,Cash on Delivery,Returned,Jodhpur,Rajasthan,India,SELLER0254
ORD0018328,25-04-2022,CUST02454,Surya Joshi,P008,Backpack,Bags,Skybags,4,1797.08,0.15,1099.81,215.74,7425.62,UPI,Delivered,Bhopal,Madhya Pradesh,India,SELLER0016
ORD0040666,25-04-2022,CUST08651,Karthik Reddy,P007,Running Shoes,Sports,Adidas,1,3597.76,0.15,366.97,212.38,3637.45,Cash on Delivery,Delivered,Vijayawada,Andhra Pradesh,India,SELLER0435
ORD0039342,25-04-2022,CUST06602,Anjali Kapoor,P006,T-Shirt,Clothing,Puma,3,905.24,0.05,309.59,247.61,3137.13,UPI,Delivered,Dehradun,Uttarakhand,India,SELLER0145
ORD0047759,25-04-2022,CUST09198,Arun Bose,P020,Air Fryer,Home & Kitchen,Pigeon,1,4122.44,0,206.12,89.15,4417.71,Credit Card,Delivered,Warangal,Telangana,India,SELLER0401
ORD0038112,25-04-2022,CUST04260,Karthik Reddy,P004,Laptop,Electronics,HP,1,51598.84,0.2,2063.95,231.22,43574.24,UPI,Delivered,Mangaluru,Karnataka,India,SELLER0369
ORD0018133,25-04-2022,CUST09676,Keerthi Joshi,P001,Wireless Earbuds,Electronics,boAt,1,1446.69,0.1,234.36,80.23,1616.61,Net Banking,Delivered,Mysuru,Karnataka,India,SELLER0276
ORD0012853,25-04-2022,CUST06244,Rohit Gupta,P001,Wireless Earbuds,Electronics,boAt,2,1655.68,0.15,506.64,201.08,3522.38,UPI,Delivered,Mangaluru,Karnataka,India,SELLER0004
ORD0034493,25-04-2022,CUST05445,Keerthi Iyer,P016,Power Bank,Electronics,Mi,5,1648.98,0.2,1187.27,184.76,7967.95,Cash on Delivery,Returned,Chennai,Tamil Nadu,India,SELLER0025
ORD0000948,25-04-2022,CUST04733,Sneha Iyer,P012,Shampoo,Beauty,Dove,2,371.73,0.05,127.13,237.3,1070.72,Credit Card,Delivered,Bhopal,Madhya Pradesh,India,SELLER0475
ORD0035620,25-04-2022,CUST08981,Rahul Kapoor,P016,Power Bank,Electronics,Mi,2,1535.73,0,552.86,243.57,3867.89,Cash on Delivery,Delivered,Pune,Maharashtra,India,SELLER0403
ORD0025608,25-04-2022,CUST09383,Karthik Gupta,P002,Bluetooth Speaker,Electronics,JBL,1,2937.92,0.2,423.06,151.56,2924.96,Credit Card,Delivered,Nagpur,Maharashtra,India,SELLER0250
ORD0038460,25-04-2022,CUST04778,Anjali Patel,P015,LED TV,Electronics,Sony,1,43304.76,0,5196.57,29.68,48531.01,UPI,Delivered,Kochi,Kerala,India,SELLER0188
ORD0038872,25-04-2022,CUST06556,Anjali Patel,P010,Mixer Grinder,Home & Kitchen,Philips,2,3136.9,0.1,282.32,230.37,6159.11,UPI,Delivered,Noida,Uttar Pradesh,India,SELLER0234
ORD0034233,25-04-2022,CUST05577,Arun Sharma,P011,Face Wash,Beauty,Himalaya,1,276.52,0.15,28.21,75.35,338.6,Cash on Delivery,Delivered,Pune,Maharashtra,India,SELLER0145
ORD0028020,25-04-2022,CUST02015,Keerthi Rao,P012,Shampoo,Beauty,Dove,1,414.87,0.25,56.01,67.95,435.11,UPI,Delivered,Bhopal,Madhya Pradesh,India,SELLER0312
ORD0032624,25-04-2022,CUST06602,Anjali Kapoor,P012,Shampoo,Beauty,Dove,1,446.63,0.1,20.1,65.05,487.12,UPI,Delivered,Tiruchirappalli,Tamil Nadu,India,SELLER0060
ORD0047311,25-04-2022,CUST04170,Anjali Nair,P005,Smartwatch,Electronics,Noise,2,4274.91,0.1,923.38,104.56,8722.78,Credit Card,Delivered,Pune,Maharashtra,India,SELLER0433
ORD0000997,25-04-2022,CUST05447,Aishwarya Joshi,P017,Jeans,Clothing,Levis,1,2218.44,0,110.92,92.02,2421.38,UPI,Delivered,Bengaluru,Karnataka,India,SELLER0267
ORD0001968,25-04-2022,CUST08503,Meena Patel,P010,Mixer Grinder,Home & Kitchen,Philips,2,3557.07,0,1280.55,149.54,8544.23,Net Banking,Delivered,Jodhpur,Rajasthan,India,SELLER0001
ORD0039101,25-04-2022,CUST07907,Sneha Gupta,P006,T-Shirt,Clothing,Puma,3,1083.76,0.1,351.14,191.98,3469.27,Cash on Delivery,Delivered,Pune,Maharashtra,India,SELLER0068
ORD0020142,25-04-2022,CUST05597,Rohit Singh,P001,Wireless Earbuds,Electronics,boAt,1,1648.77,0.2,65.95,166.44,1551.41,UPI,Delivered,Mysuru,Karnataka,India,SELLER0221
ORD0043284,25-04-2022,CUST04380,Arun Verma,P017,Jeans,Clothing,Levis,1,2210.61,0,110.53,248.93,2570.07,UPI,Delivered,Bhopal,Madhya Pradesh,India,SELLER0303
ORD0014915,25-04-2022,CUST04803,Keerthi Singh,P003,Smartphone,Electronics,Samsung,4,17182.05,0.05,3264.59,79.16,68635.54,Amazon Pay,Delivered,Vijayawada,Andhra Pradesh,India,SELLER0025
ORD0003512,26-04-2022,CUST02775,Aishwarya Gupta,P007,Running Shoes,Sports,Adidas,1,3456.02,0.05,164.16,87.39,3534.77,Cash on Delivery,Delivered,Lucknow,Uttar Pradesh,India,SELLER0300
ORD0040424,26-04-2022,CUST08227,Harish Joshi,P007,Running Shoes,Sports,Adidas,4,3219.48,0.1,1390.82,103.96,13084.91,Net Banking,Delivered,Kanpur,Uttar Pradesh,India,SELLER0390
ORD0036556,26-04-2022,CUST03732,Aishwarya Singh,P013,Office Chair,Furniture,Wakefit,2,6998.21,0.15,1427.63,108.5,13433.09,Credit Card,Delivered,Jaipur,Rajasthan,India,SELLER0480
ORD0043304,26-04-2022,CUST07457,Mohammed Gupta,P007,Running Shoes,Sports,Adidas,1,3867.55,0.15,394.49,112.3,3794.21,Net Banking,Delivered,Bhopal,Madhya Pradesh,India,SELLER0142
ORD0007958,26-04-2022,CUST06209,Meena Menon,P010,Mixer Grinder,Home & Kitchen,Philips,2,3582.07,0,1289.55,35.49,8489.18,Net Banking,Pending,Ahmedabad,Gujarat,India,SELLER0411
ORD0002304,26-04-2022,CUST02180,Surya Patel,P017,Jeans,Clothing,Levis,1,2157.97,0.05,246.01,246.91,2542.99,UPI,Delivered,Kochi,Kerala,India,SELLER0219
ORD0046029,26-04-2022,CUST02858,Divya Nair,P014,Study Table,Furniture,Nilkamal,2,5281.36,0,1267.53,171.92,12002.17,Cash on Delivery,Cancelled,Visakhapatnam,Andhra Pradesh,India,SELLER0368
ORD0047892,26-04-2022,CUST05461,Surya Verma,P006,T-Shirt,Clothing,Puma,1,1091.07,0.2,157.11,43.06,1073.03,Debit Card,Delivered,Mangaluru,Karnataka,India,SELLER0492
ORD0005468,26-04-2022,CUST06879,Nisha Reddy,P006,T-Shirt,Clothing,Puma,1,1050.18,0.15,160.68,106.73,1160.06,Debit Card,Delivered,Bhubaneswar,Odisha,India,SELLER0131
ORD0017767,26-04-2022,CUST04146,Priya Verma,P012,Shampoo,Beauty,Dove,1,420.69,0.15,64.37,70.96,492.92,Credit Card,Delivered,Madurai,Tamil Nadu,India,SELLER0094
ORD0030204,26-04-2022,CUST06521,Priya Joshi,P009,Cookware Set,Home & Kitchen,Prestige,1,2552.08,0.2,245,28.17,2314.83,Cash on Delivery,Delivered,Mangaluru,Karnataka,India,SELLER0371
ORD0000047,26-04-2022,CUST07715,Priya Iyer,P006,T-Shirt,Clothing,Puma,2,950.43,0.1,307.94,136.52,2155.23,UPI,Delivered,Ranchi,Jharkhand,India,SELLER0178
ORD0037407,26-04-2022,CUST08326,Vijay Das,P019,Yoga Mat,Sports,Strauss,4,852.51,0.1,368.28,124.53,3561.85,Credit Card,Delivered,Coimbatore,Tamil Nadu,India,SELLER0459
ORD0009179,26-04-2022,CUST05510,Keerthi Joshi,P001,Wireless Earbuds,Electronics,boAt,4,1448.63,0.05,660.58,77.82,6243.19,UPI,Delivered,Madurai,Tamil Nadu,India,SELLER0354
ORD0006396,26-04-2022,CUST06463,Harish Joshi,P001,Wireless Earbuds,Electronics,boAt,4,1430.84,0,286.17,228.81,6238.34,Debit Card,Pending,Vijayawada,Andhra Pradesh,India,SELLER0043
ORD0042901,26-04-2022,CUST00252,Surya Rao,P002,Bluetooth Speaker,Electronics,JBL,3,3235.65,0.15,1485.16,207.16,9943.23,Cash on Delivery,Delivered,Bengaluru,Karnataka,India,SELLER0476
ORD0022798,26-04-2022,CUST06427,Rohit Kapoor,P011,Face Wash,Beauty,Himalaya,2,305.79,0.2,88.07,123.59,700.92,Credit Card,Delivered,Jodhpur,Rajasthan,India,SELLER0346
ORD0019222,26-04-2022,CUST01210,Vijay Iyer,P017,Jeans,Clothing,Levis,1,2008.75,0.05,343.5,193.75,2445.56,Cash on Delivery,Delivered,Ahmedabad,Gujarat,India,SELLER0319
ORD0000521,26-04-2022,CUST06474,Anjali Kumar,P007,Running Shoes,Sports,Adidas,1,3440.94,0,619.37,186.95,4247.26,UPI,Delivered,Bengaluru,Karnataka,India,SELLER0319
ORD0033985,26-04-2022,CUST04304,Harish Joshi,P013,Office Chair,Furniture,Wakefit,5,7282.66,0,4369.6,132.42,40915.32,UPI,Delivered,Lucknow,Uttar Pradesh,India,SELLER0009
ORD0012453,26-04-2022,CUST04288,Vijay Kapoor,P019,Yoga Mat,Sports,Strauss,1,941.12,0.15,95.99,132.28,1028.22,Amazon Pay,Delivered,Nagpur,Maharashtra,India,SELLER0458
ORD0019789,26-04-2022,CUST00492,Divya Patel,P002,Bluetooth Speaker,Electronics,JBL,2,2801.4,0.05,958.08,54.51,6335.25,UPI,Delivered,Nashik,Maharashtra,India,SELLER0410
ORD0010398,26-04-2022,CUST00871,Meena Iyer,P004,Laptop,Electronics,HP,1,59019.16,0.2,5665.84,36.22,52917.39,Net Banking,Delivered,Madurai,Tamil Nadu,India,SELLER0185
ORD0019147,26-04-2022,CUST05888,Nisha Kumar,P019,Yoga Mat,Sports,Strauss,1,886.14,0.1,95.7,113.89,1007.12,Credit Card,Delivered,Vadodara,Gujarat,India,SELLER0025
ORD0047520,26-04-2022,CUST06588,Priya Iyer,P009,Cookware Set,Home & Kitchen,Prestige,2,2567.39,0.15,218.23,172.85,4755.64,UPI,Delivered,Vadodara,Gujarat,India,SELLER0164
ORD0048279,26-04-2022,CUST06546,Pooja Reddy,P013,Office Chair,Furniture,Wakefit,1,7675.38,0.05,1312.49,151.13,8755.23,Debit Card,Delivered,Chennai,Tamil Nadu,India,SELLER0087
ORD0049061,26-04-2022,CUST04258,Nisha Rao,P013,Office Chair,Furniture,Wakefit,5,7524.7,0.1,1693.06,40.8,35595.01,Debit Card,Shipped,Madurai,Tamil Nadu,India,SELLER0471
ORD0020076,26-04-2022,CUST08080,Nisha Kapoor,P001,Wireless Earbuds,Electronics,boAt,4,1449.9,0,1043.93,204.9,7048.43,UPI,Delivered,Nagpur,Maharashtra,India,SELLER0287
ORD0042171,26-04-2022,CUST04726,Keerthi Singh,P013,Office Chair,Furniture,Wakefit,1,6307.19,0.2,252.29,235.55,5533.59,UPI,Returned,Mumbai,Maharashtra,India,SELLER0268
